"","Bil.","No..Daftar","No..Lesen","Nama.Pemegang.Lesen","Nama.Premis","Alamat.Premis","Tarikh.Lesen.Dikeluarkan","Tarikh.Kuatkuasa.Lesen","Tarikh.Luput.Lesen","Tarikh.Pembatalan.lesen","Jenis.Perniagaan","latitude","longitude","geo_method"
"349",349,"PA0349/2021",23441,"JIMMY CHAN WEI KIT","SRI RAMBAI PHARMACY SDN BHD [SRI RAMBAI PHARMACY SDN BHD]","58,Jalan Tembikai, Taman Mutiara,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","15/12/2020","1/1/2021","31/12/2021","","Borong & Runcit",5.3545747,100.4454295,"osm"
"350",350,"PA0350/2021",23442,"KELVIN TOH JIN KOOI","LOH GUAN LYE & SONS SDN BHD [LOH GUAN LYE SPECIALIST CENTRE]","238,Jalan Macalister,10400,Georgetown,Timur Laut,Pulau Pinang","15/12/2020","1/1/2021","31/12/2021","","Runcit",5.4201691,100.318096491066,"osm"
"351",351,"PA0351/2021",23443,"TAN ZHEN YAO","FARMASI SRI NIBONG SDN BHD [GEORGETOWN PHARMACY]","72,Jalan Aziz Ibrahim,11900,Bayan Lepas,Barat Daya,Pulau Pinang","18/12/2020","1/1/2021","31/12/2021","24/03/2021","Runcit",5.338864,100.304644,"google"
"352",352,"PA0352/2021",23444,"KHOO GEOK PING","FARMASI SRI NIBONG SDN BHD [GEORGETOWN PHARMACY]","72,Jalan Aziz Ibrahim,11900,Bayan Lepas,Barat Daya,Pulau Pinang","18/12/2020","1/1/2021","31/12/2021","8/4/2021","Runcit",5.338864,100.304644,"google"
"353",353,"PA0353/2021",23445,"KASMA BINTI KAMIS","Farmasi Sri Pinang [Farmasi Sri Pinang]","No 10,Jalan Seri Pinang, Taman Seri Pinang,13020,Butterworth,Seberang Perai Utara,Pulau Pinang","18/12/2020","1/1/2021","31/12/2021","","Runcit",5.4489554,100.3983304,"google"
"354",354,"PA0354/2021",23446,"LEE HUEY MING","Pure Pharmacy Sdn Bhd","98-G-13, Prima Tanjung Business Centre,Jalan Fettes,11200,Tanjong Bungah,Timur Laut,Pulau Pinang","18/12/2020","1/1/2021","31/12/2021","","Runcit",5.4515414,100.3041277,"google"
"355",355,"PA0355/2021",23447,"BOEY HUAN CHING","Farmasi Sri Nibong Sdn Bhd [Georgetown Pharmacy]","110-01-03,Persiaran Bayan Indah, Summerton,11900,Bayan Lepas,Barat Daya,Pulau Pinang","18/12/2020","1/1/2021","31/12/2021","5/5/2021","Runcit",5.339411,100.3090073,"google"
"356",356,"PA0356/2021",23448,"SIVAGAMI A/P KANAPATHY","M Pharmacy","3199,Jalan Maju, Pusat Perniagaan Maju Utama,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","18/12/2020","1/1/2021","31/12/2021","","Runcit",5.3525637,100.4720327,"osm"
"357",357,"PA0357/2021",23449,"LEE JIA SHIEN","TK Dental Trading","488B-03-24 Midlands Park Centre,Jalan Burma,10350,Georgetown,Timur Laut,Pulau Pinang","18/12/2020","1/1/2021","31/12/2021","","Borong",5.432907,100.306412,"google"
"358",358,"PA0358/2021",23450,"YUSRIDA BINTI DARWIS","Usains Biomics Laboratory Testing Services Sdn Bhd","Suite 016, 018, 038,118, 120, 124, 140A and 140B, Eureka Complex,Universiti Sains Malaysia,11800,Gelugor,Timur Laut,Pulau Pinang","18/12/2020","1/1/2021","31/12/2021","","Borong",5.35456786695057,100.303379016425,"google"
"359",359,"PA0359/2021",23451,"CHERYLENE ANN BRUYNS","The Pill House Pharmacy Sdn Bhd [Georgetown Pharmacy]","306-D-1,Jalan Dato Ismail Hashim,11900,Sungai Ara,Barat Daya,Pulau Pinang","18/12/2020","1/1/2021","31/12/2021","","Runcit",5.325652,100.2715209,"google"
"360",360,"PA0360/2021",23452,"TAY CHIN CHING","FARMASI SRI NIBONG SDN BHD [GEORGETOWN PHARMACY]","52,Jalan Mahsuri,11950,Bayan Baru,Barat Daya,Pulau Pinang","18/12/2020","1/1/2021","31/12/2021","2/2/2021","Runcit",5.3269491,100.2858152,"osm"
"361",361,"PA0361/2021",23453,"TAN WEI JEN","HTM Pharmacy (Bukit Mertajam) Sdn. Bhd.","no.5, Ground Floor,Jalan Lembah Permai 1, Taman Lembah Permai,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","18/12/2020","1/1/2021","31/12/2021","","Runcit",5.3497988,100.457631,"google"
"362",362,"PA0362/2021",23454,"KWAN PIK NA","Fuji Acre Sdn Bhd [Caring Pharmacy]","Lot 163D-LG-01B,Gurney Paragon Mall, Persiaran Gurney,10250,Georgetown,Timur Laut,Pulau Pinang","18/12/2020","1/1/2021","31/12/2021","","Runcit",5.4357127,100.3108976,"google"
"363",363,"PA0363/2021",23455,"LIM CHIA SHUEN","VCARE PHARMACY","6926 GF & 6926 1st Floor,Jalan Ong Yi How,13400,Butterworth,Seberang Perai Utara,Pulau Pinang","18/12/2020","1/1/2021","31/12/2021","","Runcit",5.43546,100.3882859,"google"
"364",364,"PA0364/2021",23456,"TEOH SIN YEE","ALPRO ALLIANCE (PENANG) SDN BHD [FARMASI ALPRO]","110-01-01,Persiaran Bayan Indah, Summerton,11900,Bayan Lepas,Barat Daya,Pulau Pinang","18/12/2020","1/1/2021","31/12/2021","","Runcit",5.3389939,100.3087981,"google"
"365",365,"PA0365/2021",23457,"GUAY SHIAU WEI","GUARDIAN HEALTH AND BEAUTY [GUARDIAN PHARMACY]","78-G-10 & 78-G-11,Jalan Tengah, Giant Hypermarket Bayan Baru,11900,Bayan Lepas,Barat Daya,Pulau Pinang","18/12/2020","1/1/2021","31/12/2021","","Runcit",5.3211812,100.2840576,"google"
"366",366,"PA0366/2021",23458,"ANG TEOW CHANG","WATSON'S PERSONAL CARE STORES SDN. BHD. [WATSONS]","1-1-18 &19 Tesco Penang,Lebuh Tengku Kudin 1, Bandar Jelutong,11700,Gelugor,Timur Laut,Pulau Pinang","18/12/2020","1/1/2021","31/12/2021","","Runcit",5.4587188,100.3081626,"google"
"367",367,"PA0367/2021",23459,"LAI YAN WON","Panfast Marketing (M) Sdn Bhd [Panfast Marketing (M) Sdn Bhd]","1102,Penang Science Park,Jalan Perindustrian Bukit Minyak 18, Taman Perindustrian Bukit Minyak,14100,Simpang Ampat,Seberang Perai Selatan,Pulau Pinang","18/12/2020","1/1/2021","31/12/2021","","Borong & Runcit",5.2922578,100.4430753,"google"
"368",368,"PA0368/2021",23460,"OOI YIN HONG","WELLINGS PHARMACY SDN BHD [WELLINGS PHARMACY ]","NO. 7/9,Marble Arch, Jalan Pasar, Pulau Tikus,10350,Georgetown,Timur Laut,Pulau Pinang","18/12/2020","1/1/2021","31/12/2021","","Runcit",5.4301973,100.3122666,"google"
"369",369,"PA0369/2021",23461,"ANG TZE XIUAN","SIANG PHARMACY SDN BHD [SIANG PHARMACY]","22,Lebuh Kurau 3, Taman Chai Leng,13700,Perai,Seberang Perai Tengah,Pulau Pinang","18/12/2020","1/1/2021","31/12/2021","","Runcit",5.3855573,100.3920302,"osm"
"370",370,"PA0370/2021",23462,"YONG YIN WAH","Dia Pro Sdn Bhd [BM Lab]","28,Jalan Betik Manis,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","18/12/2020","1/1/2021","31/12/2021","","Borong",5.3584597,100.4504536,"osm"
"371",371,"PA0371/2021",23463,"KHOR CHIN POO","FARMASI ANG & ANG [FARMASI ANG & ANG]","25,Jalan Kendi, Taman Merak Jaya,14100,Simpang Ampat,Seberang Perai Selatan,Pulau Pinang","18/12/2020","1/1/2021","31/12/2021","","Runcit",5.271988,100.46858,"google"
"372",372,"PA0372/2021",23464,"LEE SUE JEN","LIGHTHOUSE PHARMACY [LIGHTHOUSE PHARMACY]","7,Lintang Merak, Sungai Dua,11700,Gelugor,Timur Laut,Pulau Pinang","18/12/2020","1/1/2021","31/12/2021","","Runcit",5.3502263,100.2982045,"google"
"373",373,"PA0373/2021",23465,"LIAN CHIA LYNN","FARMASI SRI NIBONG SDN BHD [GEORGETOWN PHARMACY]","72,Jalan Aziz Ibrahim,11900,Bayan Lepas,Barat Daya,Pulau Pinang","18/12/2020","1/1/2021","31/12/2021","21/01/2021","Runcit",5.338864,100.304644,"google"
"374",374,"PA0374/2021",23466,"NG GAO FU","Siang Pharmacy Sdn. Bhd [Siang Pharmacy]","1378 & 1379,Jalan Sungai Bakap, Taman Sungai Bakap Permai,14200,Sungai Bakap,Seberang Perai Selatan,Pulau Pinang","18/12/2020","1/1/2021","31/12/2021","21/01/2021","Runcit",5.2319565,100.4917626,"google"
"375",375,"PA0375/2021",23467,"TEH SOO MEI","SIANG PHARMACY SDN.BHD. [SIANG PHARMACY]","2& 2A,Jalan Usahawan 4, Pusat Perniagaan Kepala Batas,13200,Kepala Batas,Seberang Perai Utara,Pulau Pinang","18/12/2020","1/1/2021","31/12/2021","","Runcit",5.5159023,100.4303462,"google"
"376",376,"PA0376/2021",23468,"ANG SHEN CHAEI","FARMASI SRI NIBONG SDN BHD [GEORGETOWN PHARMACY]","72,Jalan Aziz Ibrahim,11900,Bayan Lepas,Barat Daya,Pulau Pinang","18/12/2020","1/1/2021","31/12/2021","24/03/2021","Runcit",5.338864,100.304644,"google"
"377",377,"PA0377/2021",23469,"LAI TING YI","JION RX SDN BHD [JION PHARMACY]","1-1-38 & 39, IDEAL AVENUE,Medan Kampung Relau 1,11900,Bayan Lepas,Barat Daya,Pulau Pinang","18/12/2020","1/1/2021","31/12/2021","","Runcit",5.3329536,100.2929386,"google"
"378",378,"PA0378/2021",23470,"CHEE WEI YEEN","ALPRO ALLIANCE (PENANG) SDN BHD [FARMASI ALPRO]","110-01-01,Persiaran Bayan Indah, Summerton,11900,Bayan Lepas,Barat Daya,Pulau Pinang","18/12/2020","1/1/2021","31/12/2021","","Runcit",5.3389939,100.3087981,"google"
"379",379,"PA0379/2021",23471,"TEOH WAN THENG","Jion RX Sdn Bhd [Jion Pharmacy]","165-G-1,Jalan Macalister,10400,Georgetown,Timur Laut,Pulau Pinang","23/12/2020","1/1/2021","31/12/2021","","Runcit",5.4145908,100.3283357,"google"
"380",380,"PA0380/2021",23472,"RAVINDRAN A/L PARASURAMAN","Mount Miriam Cancer Hospital","23,Jalan Bulan, Fettes Park,11200,Tanjong Bungah,Timur Laut,Pulau Pinang","23/12/2020","1/1/2021","31/12/2021","","Runcit",5.4591842,100.3005475,"google"
"381",381,"PA0381/2021",23473,"NOR AZURA BINTI ABDUL GHANI","Zuera Pharma [Farmasi Zuera]","10A,Lorong Bertam Indah 12, Taman Bertam Indah,13200,Kepala Batas,Seberang Perai Utara,Pulau Pinang","23/12/2020","1/1/2021","31/12/2021","","Runcit",5.5210155,100.4357159,"osm"
"382",382,"PA0382/2021",23474,"CHEN LI LI","Medical Innovation Ventures Sdn. Bhd. [Mediven]","Aras 4, Bangunan Biofarmaseutikal, Institut Farmaseutikal & Nutraseutikal Malaysia,Halaman Bukit Gambir,11700,Gelugor,Timur Laut,Pulau Pinang","23/12/2020","1/1/2021","31/12/2021","","Borong",5.3536019,100.2916279,"google"
"383",383,"PA0383/2021",23475,"ANG YII GIIN","VECARE PHARMACY (BM) SDN. BHD. [VECARE PHAARMACY]","103,Jalan Perniagaan Gemilang 1, Pusat Perniagaan Gemilang,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","23/12/2020","1/1/2021","31/12/2021","","Runcit",5.3507336,100.4412796,"osm"
"384",384,"PA0384/2021",23476,"FUNG MOM NI","VECARE PHARMACY (SG DUA) SDN BHD [FARMASI VECARE PHARMACY SDN BHD]","14,Jalan Murni 1, Taman Desa Murni,13800,Butterworth,Seberang Perai Utara,Pulau Pinang","23/12/2020","1/1/2021","31/12/2021","","Runcit",5.4392265,100.4297918,"osm"
"385",385,"PA0385/2021",23477,"LIM SUE CIN","Jion RX Sdn Bhd [Jion Pharmacy]","165-G-1,Jalan Macalister,10400,Georgetown,Timur Laut,Pulau Pinang","23/12/2020","1/1/2021","31/12/2021","15/02/2021","Runcit",5.4145908,100.3283357,"google"
"386",386,"PA0386/2021",23478,"CARYN TAN YEE SHAO","VECARE PHARMACY (PENAGA) SDN BHD","11,Jalan Seri Muda, Pusat Perniagaan Seri Muda,13100,Penaga,Seberang Perai Utara,Pulau Pinang","23/12/2020","1/1/2021","31/12/2021","","Runcit",5.5366974,100.3800696,"osm"
"387",387,"PA0387/2021",23479,"LIAM KAH THIAM","Pure Health Pharmacy Sdn Bhd [Georgetown Pharmacy]","2381,Jalan Rozhan, Taman Impian,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","23/12/2020","1/1/2021","31/12/2021","","Runcit",5.3173837,100.477757,"osm"
"388",388,"PA0388/2021",23480,"GURJIT KAUR A/P FUKUAN SINGH","Farmasi Bagan Sdn Bhd","157,Medan Kikik 1, Taman Inderawasih,13600,Perai,Seberang Perai Tengah,Pulau Pinang","23/12/2020","1/1/2021","31/12/2021","","Runcit",5.3861677,100.3853255,"osm"
"389",389,"PA0389/2021",23481,"LIM CHING WEI","JION RX SDN BHD [JION PHARMACY]","1-1-38 & 39, IDEAL AVENUE,Medan Kampung Relau 1,11900,Bayan Lepas,Barat Daya,Pulau Pinang","23/12/2020","1/1/2021","31/12/2021","15/02/2021","Runcit",5.3329536,100.2929386,"google"
"390",390,"PA0390/2021",23482,"LOCK SHU YIN","Jion RX Sdn Bhd [Jion Pharmacy]","165-G-1,Jalan Macalister,10400,Georgetown,Timur Laut,Pulau Pinang","23/12/2020","1/1/2021","31/12/2021","","Runcit",5.4145908,100.3283357,"google"
"391",391,"PA0391/2021",23483,"KUAH CHEK HEAN","SIANG PHARMACY SDN. BHD. [SIANG PHARMACY]","11,Lorong Jawi Jaya 3, Taman Jawi Jaya,14200,Sungai Jawi,Seberang Perai Selatan,Pulau Pinang","23/12/2020","1/1/2021","31/12/2021","22/02/2021","Borong",5.2016379,100.4963198,"google"
"392",392,"PA0392/2021",23484,"CHOO HOOI FOON","Leo Pharmacy Sdn Bhd","294-G-12, Sunshine Farlim Shopping Mall,Jalan Thean Teik,11500,Air Itam,Timur Laut,Pulau Pinang","23/12/2020","1/1/2021","31/12/2021","","Runcit",5.3959605,100.2860194,"google"
"393",393,"PA0393/2021",23485,"TAN CHIN CHIN","Watson's Personal Care Stores Sdn Bhd [Watsons Pharmacy]","LG21&LG22 SUNWAY CARNIVAL MALL,Jalan Todak,13700,Seberang Jaya,Seberang Perai Tengah,Pulau Pinang","23/12/2020","1/1/2021","31/12/2021","","Runcit",5.3985132,100.3980465,"google"
"394",394,"PA0394/2021",23486,"LOW PHEI CHING","SIANG PHARMACY SDN BHD [SIANG PHARMACY]","1690,JALAN BESAR,14000,Simpang Ampat,Seberang Perai Selatan,Pulau Pinang","23/12/2020","1/1/2021","31/12/2021","15/03/2021","Runcit",5.2695821,100.4769169,"osm"
"395",395,"PA0395/2021",23487,"QUAH CHIEN KANG","ALPRO ALLIANCE (PENANG) SDN BHD [FARMASI ALPRO]","332H-1 (GROUND FLOOR),Jalan Perak,11600,Georgetown,Timur Laut,Pulau Pinang","23/12/2020","1/1/2021","31/12/2021","","Runcit",5.3945697,100.3147497,"google"
"396",396,"PA0396/2021",23488,"CHEN YAN CONG","ALPRO ALLIANCE (PENANG) SDN BHD [FARMASI ALPRO]","NO 72,Jalan Besar,11000,Balik Pulau,Barat Daya,Pulau Pinang","23/12/2020","1/1/2021","31/12/2021","","Runcit",5.3531572,100.2005069,"google"
"397",397,"PA0397/2021",23489,"TRICIA KHOO KAH MAE","Syarikat Tunas Pantai Sdn Bhd (Pantai Hospital Penang) [Pantai Hospital Penang]","82,Jalan Tengah,11900,Bayan Baru,Barat Daya,Pulau Pinang","23/12/2020","1/1/2021","31/12/2021","","Runcit",5.32140215,100.282278347789,"osm"
"398",398,"PA0398/2021",23490,"NG TZE I","Thye Pharma Sdn Bhd","No. 2,Lorong Industri Ringan Permatang Tinggi 8, Kawasan Industri Ringan Permatang Tinggi,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","23/12/2020","1/1/2021","31/12/2021","","Borong & Runcit",5.3051599,100.4768815,"google"
"399",399,"PA0399/2021",23491,"PRISTA RAMSKAY A/P SEGAR","M PHARMACY SDN. BHD. [M PHARMACY]","1-G-1,Jalan Seri Tanjung Pinang 1,10470,Tanjung Tokong,Timur Laut,Pulau Pinang","23/12/2020","1/1/2021","31/12/2021","","Runcit",5.456401,100.307763,"google"
"400",400,"PA0400/2021",23492,"HO CHING YEE","VECARE PHARMACY (SG DUA) SDN BHD [FARMASI VECARE PHARMACY SDN BHD]","14,Jalan Murni 1, Taman Desa Murni,13800,Butterworth,Seberang Perai Utara,Pulau Pinang","23/12/2020","1/1/2021","31/12/2021","","Runcit",5.4392265,100.4297918,"osm"
"401",401,"PA0401/2021",23493,"GOH SEOK LIANG","BERRY PHARMACY","1,3GF,JALAN MACHANG BUBOK,14020,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","23/12/2020","1/1/2021","31/12/2021","","Runcit",5.3328406,100.5040455,"google"
"402",402,"PA0402/2021",23494,"TEOH CHAI YUN","Bioxis Sdn Bhd [Bioxis Sdn Bhd]","1241,Jalan Perindustrian Bukit Minyak 8, Taman Perindustrian Bukit Minyak,14100,Simpang Ampat,Seberang Perai Selatan,Pulau Pinang","23/12/2020","1/1/2021","31/12/2021","","Borong",5.3012356,100.4512401,"google"
"403",403,"PA0403/2021",23495,"LOW KUAN TENG","ASP MEDICAL CLINIC SDN. BHD[ASP MEDICAL GROUP]","823-1-3,Jalan Paya Terubong,11900,Bayan Lepas,Barat Daya,Pulau Pinang","23/12/2020","1/1/2021","31/12/2021","","Borong",5.3336609,100.276349,"google"
"404",404,"PA0404/2021",23496,"TAM WAI MIN","Supply Method Sdn Bhd [Boon Pharmacy]","275,Jalan Burma,10350,Georgetown,Timur Laut,Pulau Pinang","23/12/2020","1/1/2021","31/12/2021","","Runcit",5.4327975,100.3061539,"osm"
"405",405,"PA0405/2021",23497,"OOI NAI LEE","PUBLIX PHARMACY [FARMASI PUBLIX]","5GF,Jalan Machang Bubok, Taman Machang Bubok,14020,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","23/12/2020","1/1/2021","31/12/2021","9/4/2021","Borong & Runcit",5.3285846,100.5032057,"osm"
"406",406,"PA0406/2021",23498,"SAIK MEI YEN","CARETTITUDE SDN BHD [CARETTITUDE ]","1B,Jalan Ayer Puteh,11500,Air Itam,Timur Laut,Pulau Pinang","23/12/2020","1/1/2021","31/12/2021","","Borong",5.3902878,100.2849361,"google"
"407",407,"PA0407/2021",23499,"THOR CUN SONG","ALPRO ALLIANCE (PENANG) SDN BHD [FARMASI ALPRO]","5-G-3A, THE PROMENADE,Persiaran Mahsuri, Bandar Bayan Baru,11950,Bayan Lepas,Barat Daya,Pulau Pinang","23/12/2020","1/1/2021","31/12/2021","","Runcit",5.3247107,100.2825698,"google"
"408",408,"PA0408/2021",23500,"KUNG JIN INN","TOPCARE PHARMACY SDN BHD [TOPCARE PHARMACY]","702,Jalan Juru, Taman Duku,14100,Simpang Ampat,Seberang Perai Selatan,Pulau Pinang","24/12/2020","1/1/2021","31/12/2021","","Runcit",5.316377,100.4449068,"google"
"409",409,"PA0409/2021",23502,"WANG YEE NING","Blooming Health Pharmacy Sdn Bhd [Georgetown Pharmacy]","62-1 and 62A-1 Farlim Square,Jalan Pisang Berangan,11500,Air Itam,Timur Laut,Pulau Pinang","29/12/2020","1/1/2021","31/12/2021","","Runcit",5.3968592,100.2862642,"google"
"410",410,"PA0410/2021",23503,"LEE CHOON CHANG","JION ELITE SDN. BHD.","1-1-23, ELIT AVENUE,Jalan Mayang Pasir 3,11950,Bayan Lepas,Barat Daya,Pulau Pinang","29/12/2020","1/1/2021","31/12/2021","","Runcit",5.3227901,100.2824779,"google"
"411",411,"PA0411/2021",23504,"AMY TEH SZE LIN","Pure Health Pharmacy Sdn Bhd [Georgetown Pharmacy]","2381,Jalan Rozhan, Taman Impian,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","29/12/2020","1/1/2021","31/12/2021","","Runcit",5.3173837,100.477757,"osm"
"412",412,"PA0412/2021",23505,"CHAN KHENG KAI","Siang Pharmacy Sdn Bhd [Siang Pharmacy]","41 & 43,Jalan Tembikai, Taman Mutiara,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","29/12/2020","1/1/2021","31/12/2021","","Runcit",5.3545747,100.4454295,"osm"
"413",413,"PA0413/2021",23506,"ADIBAH BINTI MOHD NOOR","FARMASI KEPALA BATAS [FARMASI KEPALA BATAS]","3,Persiaran Seksyen 4/6, Bandar Putra Bertam,13200,Kepala Batas,Seberang Perai Utara,Pulau Pinang","29/12/2020","1/1/2021","31/12/2021","","Runcit",5.519018,100.4836522,"google"
"414",414,"PA0414/2021",23507,"JOCELYN TAN SHI HUI","Pure Health Pharmacy Sdn Bhd [Georgetown Pharmacy]","2381,Jalan Rozhan, Taman Impian,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","29/12/2020","1/1/2021","31/12/2021","","Runcit",5.3173837,100.477757,"osm"
"415",415,"PA0415/2021",23508,"YONG LI CHUNG","ALPRO ALLIANCE (PENANG) SDN BHD [FARMASI ALPRO]","1-1-35, I-AVENUE,Medan Kampung Relau 1,11900,Bayan Lepas,Barat Daya,Pulau Pinang","29/12/2020","1/1/2021","31/12/2021","","Runcit",5.332764,100.2927859,"google"
"416",416,"PA0416/2021",23509,"THAI CHUAN CHEN","TOPCARE PHARMACY SDN BHD","702,Jalan Juru Taman Duku,14100,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","29/12/2020","1/1/2021","31/12/2021","","Runcit",5.316377,100.4449068,"google"
"417",417,"PA0417/2021",23510,"CHONG JIA NI","Jion RX Sdn Bhd [Jion Pharmacy]","165-G-1,Jalan Macalister,10400,Georgetown,Timur Laut,Pulau Pinang","29/12/2020","1/1/2021","31/12/2021","","Runcit",5.4145908,100.3283357,"google"
"418",418,"PA0418/2021",23511,"ONG CHUI CHUI","LOTUS PHARMACY [LOTUS FARMASI]","373-G, Taman Vantage Point,Jalan Perak,11600,Jelutong,Timur Laut,Pulau Pinang","29/12/2020","1/1/2021","31/12/2021","","Runcit",5.3964125,100.3164555,"google"
"419",419,"PA0419/2021",23512,"RACHNA A/P KRISHNAMOORTHY","KCK PHARMACEUTICAL INDUSTRIES SDN. BHD. [KCK PHARMACEUTICAL INDUSTRIES SDN. BHD.]","PLOT 61, BAYAN LEPAS INDUSTRIAL PARK PHASE 4,Lintang Bayan Lepas 1,11900,Bayan Lepas,Barat Daya,Pulau Pinang","29/12/2020","1/1/2021","31/12/2021","","Borong",5.2975662,100.2851053,"google"
"420",420,"PA0420/2021",23513,"LEE PEI HSIA","I PHARMACY [I PHARMACY]","No.332-F,Jalan Perak,11600,Georgetown,Timur Laut,Pulau Pinang","29/12/2020","1/1/2021","31/12/2021","","Borong & Runcit",5.3945697,100.3147497,"google"
"421",421,"PA0421/2021",23514,"LIM SIEW EAN","I PHARMACY [I PHARMACY]","No.332-F,Jalan Perak,11600,Georgetown,Timur Laut,Pulau Pinang","29/12/2020","1/1/2021","31/12/2021","","Borong & Runcit",5.3945697,100.3147497,"google"
"422",422,"PA0422/2021",23515,"HO SHEAU CHIN","Siang Pharmacy Sdn Bhd","1331,1332,Jalan Atas,14300,Nibong Tebal,Seberang Perai Selatan,Pulau Pinang","29/12/2020","1/1/2021","31/12/2021","","Runcit",5.1688433,100.4782394,"google"
"423",423,"PA0423/2021",23516,"EU SI ZHENG","SIANG PHARMACY SDN BHD [FARMASI SIANG]","3082,Jalan Rohzan, Taman Rohzan,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","29/12/2020","1/1/2021","31/12/2021","10/3/2021","Runcit",5.3321319,100.4805745,"google"
"424",424,"PA0424/2021",23517,"LEOW LING LING","Island Pharmacy Sdn Bhd [Farmasi Island Sdn Bhd]","10,Lebuh Sungai Pinang 1,11600,Jelutong,Timur Laut,Pulau Pinang","29/12/2020","1/1/2021","31/12/2021","","Runcit",5.394614,100.324975,"osm"
"425",425,"PA0425/2021",23518,"NOR HUSSAINI BIN ABDUL HAPIT","Farmasi Al Ahlam [Farmasi Al Ahlam]","1564,Jalan Pongsu Seribu, Taman Koskam,13200,Kepala Batas,Seberang Perai Utara,Pulau Pinang","29/12/2020","1/1/2021","31/12/2021","","Runcit",5.4936449,100.4507638,"google"
"426",426,"PA0426/2021",23519,"LOH MEI YI","Peoples Primary Pharmacy Sdn Bhd [Peoples Pharmacy]","Lot S1-B, Kompleks Cenderawasih,Jalan Besar Nibong Tebal,14300,Nibong Tebal,Seberang Perai Selatan,Pulau Pinang","29/12/2020","1/1/2021","31/12/2021","","Borong & Runcit",5.1821508,100.4849524,"google"
"427",427,"PA0427/2021",23520,"TAN CHEE PONE","LOTUS PHARMACY [FARMASI LOTUS]","1,Lorong Sepakat 1, Taman Bandaraya,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","29/12/2020","1/1/2021","31/12/2021","","Borong & Runcit",5.349292,100.4802737,"osm"
"428",428,"PA0428/2021",23521,"LIM YI JIE","Adventist Hospital & Clinic Services (M) [Penang Adventist Hospital]","465,Jalan Burma,10350,Georgetown,Timur Laut,Pulau Pinang","29/12/2020","1/1/2021","31/12/2021","","Runcit",5.4314119,100.304825698411,"osm"
"429",429,"PA0429/2021",23522,"LEE SONG HIN","Ego Pharmacy Sdn Bhd","448,Jalan Penang,10000,Georgetown,Timur Laut,Pulau Pinang","29/12/2020","1/1/2021","31/12/2021","","Runcit",5.4168619,100.3302008,"osm"
"430",430,"PA0430/2021",23523,"LEE YEU LOU","Siang Pharmacy Sdn Bhd [Siang Pharmacy]","41 & 43,Jalan Tembikai, Taman Mutiara,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","29/12/2020","1/1/2021","31/12/2021","","Runcit",5.3545747,100.4454295,"osm"
"431",431,"PA0431/2021",23524,"YEOH MOOI SUAN","LOTUS PHARMACY [Farmasi Lotus]","No.16, Ground Floor,Lorong Tanjung Aman 2, Taman Tanjung Aman,12300,Butterworth,Seberang Perai Utara,Pulau Pinang","29/12/2020","1/1/2021","31/12/2021","","Runcit",5.4284632,100.3863066,"google"
"432",432,"PA0432/2021",23525,"YEOH KHAI XIANG","LOTUS PHARMACY [Farmasi Lotus]","1228-U,Jalan Paya Terubong,11060,Air Itam,Timur Laut,Pulau Pinang","29/12/2020","1/1/2021","31/12/2021","","Runcit",5.3932097,100.2766197,"google"
"433",433,"PA0433/2021",23526,"LAY WANROU","Georgetown Specialist Hospital Sdn.Bhd [Georgetown Specialist Hospital]","12A,Jalan Masjid Negeri,11600,Georgetown,Timur Laut,Pulau Pinang","29/12/2020","1/1/2021","31/12/2021","","Runcit",5.4024943,100.3035946,"google"
"434",434,"PA0434/2021",23527,"NUR SYAZWANI BINTI MOHD NASIR","Rehab Manjoi [Farmasi Simpang 9]","5,Jalan Suria 1, Taman Suria,14300,Nibong Tebal,Seberang Perai Selatan,Pulau Pinang","29/12/2020","1/1/2021","31/12/2021","6/7/2021","Runcit",5.143492,100.4693367,"google"
"435",435,"PA0435/2021",23528,"MUHAMMAD SANIM BIN MOHAMAD","AEON Co. (M) Bhd [AEON Wellness Pharmacy]","LG 85,Queensbay Mall, Persiaran Bayan Indah,11900,Bayan Lepas,Barat Daya,Pulau Pinang","29/12/2020","1/1/2021","31/12/2021","","Runcit",5.3331774,100.3066084,"google"
