Bil.,No. Daftar,No. Lesen,Nama Pemegang Lesen,Nama Premis,Alamat Premis,Tarikh Lesen Dikeluarkan,Tarikh Kuatkuasa Lesen,Tarikh Luput Lesen,Tarikh Pembatalan lesen,Jenis Perniagaan
403,PA0403/2021,23495,LOW KUAN TENG,ASP MEDICAL CLINIC SDN. BHD[ASP MEDICAL GROUP],"823-1-3,Jalan Paya Terubong,11900,Bayan Lepas,Barat Daya,Pulau Pinang",23/12/2020,1/1/2021,31/12/2021,,Borong
404,PA0404/2021,23496,TAM WAI MIN,Supply Method Sdn Bhd [Boon Pharmacy],"275,Jalan Burma,10350,Georgetown,Timur Laut,Pulau Pinang",23/12/2020,1/1/2021,31/12/2021,,Runcit
405,PA0405/2021,23497,OOI NAI LEE,PUBLIX PHARMACY [FARMASI PUBLIX],"5GF,Jalan Machang Bubok, Taman Machang Bubok,14020,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang",23/12/2020,1/1/2021,31/12/2021,9/4/2021,Borong & Runcit
406,PA0406/2021,23498,SAIK MEI YEN,CARETTITUDE SDN BHD [CARETTITUDE ],"1B,Jalan Ayer Puteh,11500,Air Itam,Timur Laut,Pulau Pinang",23/12/2020,1/1/2021,31/12/2021,,Borong
407,PA0407/2021,23499,THOR CUN SONG,ALPRO ALLIANCE (PENANG) SDN BHD [FARMASI ALPRO],"5-G-3A, THE PROMENADE,Persiaran Mahsuri, Bandar Bayan Baru,11950,Bayan Lepas,Barat Daya,Pulau Pinang",23/12/2020,1/1/2021,31/12/2021,,Runcit
408,PA0408/2021,23500,KUNG JIN INN,TOPCARE PHARMACY SDN BHD [TOPCARE PHARMACY],"702,Jalan Juru, Taman Duku,14100,Simpang Ampat,Seberang Perai Selatan,Pulau Pinang",24/12/2020,1/1/2021,31/12/2021,,Runcit
409,PA0409/2021,23502,WANG YEE NING,Blooming Health Pharmacy Sdn Bhd [Georgetown Pharmacy],"62-1 and 62A-1 Farlim Square,Jalan Pisang Berangan,11500,Air Itam,Timur Laut,Pulau Pinang",29/12/2020,1/1/2021,31/12/2021,,Runcit
410,PA0410/2021,23503,LEE CHOON CHANG,JION ELITE SDN. BHD.,"1-1-23, ELIT AVENUE,Jalan Mayang Pasir 3,11950,Bayan Lepas,Barat Daya,Pulau Pinang",29/12/2020,1/1/2021,31/12/2021,,Runcit
411,PA0411/2021,23504,AMY TEH SZE LIN,Pure Health Pharmacy Sdn Bhd [Georgetown Pharmacy],"2381,Jalan Rozhan, Taman Impian,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang",29/12/2020,1/1/2021,31/12/2021,,Runcit
412,PA0412/2021,23505,CHAN KHENG KAI,Siang Pharmacy Sdn Bhd [Siang Pharmacy],"41 & 43,Jalan Tembikai, Taman Mutiara,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang",29/12/2020,1/1/2021,31/12/2021,,Runcit
413,PA0413/2021,23506,ADIBAH BINTI MOHD NOOR,FARMASI KEPALA BATAS [FARMASI KEPALA BATAS],"3,Persiaran Seksyen 4/6, Bandar Putra Bertam,13200,Kepala Batas,Seberang Perai Utara,Pulau Pinang",29/12/2020,1/1/2021,31/12/2021,,Runcit
414,PA0414/2021,23507,JOCELYN TAN SHI HUI,Pure Health Pharmacy Sdn Bhd [Georgetown Pharmacy],"2381,Jalan Rozhan, Taman Impian,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang",29/12/2020,1/1/2021,31/12/2021,,Runcit
415,PA0415/2021,23508,YONG LI CHUNG,ALPRO ALLIANCE (PENANG) SDN BHD [FARMASI ALPRO],"1-1-35, I-AVENUE,Medan Kampung Relau 1,11900,Bayan Lepas,Barat Daya,Pulau Pinang",29/12/2020,1/1/2021,31/12/2021,,Runcit
416,PA0416/2021,23509,THAI CHUAN CHEN,TOPCARE PHARMACY SDN BHD,"702,Jalan Juru Taman Duku,14100,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang",29/12/2020,1/1/2021,31/12/2021,,Runcit
417,PA0417/2021,23510,CHONG JIA NI,Jion RX Sdn Bhd [Jion Pharmacy],"165-G-1,Jalan Macalister,10400,Georgetown,Timur Laut,Pulau Pinang",29/12/2020,1/1/2021,31/12/2021,,Runcit
418,PA0418/2021,23511,ONG CHUI CHUI,LOTUS PHARMACY [LOTUS FARMASI],"373-G, Taman Vantage Point,Jalan Perak,11600,Jelutong,Timur Laut,Pulau Pinang",29/12/2020,1/1/2021,31/12/2021,,Runcit
419,PA0419/2021,23512,RACHNA A/P KRISHNAMOORTHY,KCK PHARMACEUTICAL INDUSTRIES SDN. BHD. [KCK PHARMACEUTICAL INDUSTRIES SDN. BHD.],"PLOT 61, BAYAN LEPAS INDUSTRIAL PARK PHASE 4,Lintang Bayan Lepas 1,11900,Bayan Lepas,Barat Daya,Pulau Pinang",29/12/2020,1/1/2021,31/12/2021,,Borong
420,PA0420/2021,23513,LEE PEI HSIA,I PHARMACY [I PHARMACY],"No.332-F,Jalan Perak,11600,Georgetown,Timur Laut,Pulau Pinang",29/12/2020,1/1/2021,31/12/2021,,Borong & Runcit
421,PA0421/2021,23514,LIM SIEW EAN,I PHARMACY [I PHARMACY],"No.332-F,Jalan Perak,11600,Georgetown,Timur Laut,Pulau Pinang",29/12/2020,1/1/2021,31/12/2021,,Borong & Runcit
422,PA0422/2021,23515,HO SHEAU CHIN,Siang Pharmacy Sdn Bhd,"1331,1332,Jalan Atas,14300,Nibong Tebal,Seberang Perai Selatan,Pulau Pinang",29/12/2020,1/1/2021,31/12/2021,,Runcit
423,PA0423/2021,23516,EU SI ZHENG,SIANG PHARMACY SDN BHD [FARMASI SIANG],"3082,Jalan Rohzan, Taman Rohzan,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang",29/12/2020,1/1/2021,31/12/2021,10/3/2021,Runcit
424,PA0424/2021,23517,LEOW LING LING,Island Pharmacy Sdn Bhd [Farmasi Island Sdn Bhd],"10,Lebuh Sungai Pinang 1,11600,Jelutong,Timur Laut,Pulau Pinang",29/12/2020,1/1/2021,31/12/2021,,Runcit
425,PA0425/2021,23518,NOR HUSSAINI BIN ABDUL HAPIT,Farmasi Al Ahlam [Farmasi Al Ahlam],"1564,Jalan Pongsu Seribu, Taman Koskam,13200,Kepala Batas,Seberang Perai Utara,Pulau Pinang",29/12/2020,1/1/2021,31/12/2021,,Runcit
426,PA0426/2021,23519,LOH MEI YI,Peoples Primary Pharmacy Sdn Bhd [Peoples Pharmacy],"Lot S1-B, Kompleks Cenderawasih,Jalan Besar Nibong Tebal,14300,Nibong Tebal,Seberang Perai Selatan,Pulau Pinang",29/12/2020,1/1/2021,31/12/2021,,Borong & Runcit
427,PA0427/2021,23520,TAN CHEE PONE,LOTUS PHARMACY [FARMASI LOTUS],"1,Lorong Sepakat 1, Taman Bandaraya,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang",29/12/2020,1/1/2021,31/12/2021,,Borong & Runcit
428,PA0428/2021,23521,LIM YI JIE,Adventist Hospital & Clinic Services (M) [Penang Adventist Hospital],"465,Jalan Burma,10350,Georgetown,Timur Laut,Pulau Pinang",29/12/2020,1/1/2021,31/12/2021,,Runcit
429,PA0429/2021,23522,LEE SONG HIN,Ego Pharmacy Sdn Bhd,"448,Jalan Penang,10000,Georgetown,Timur Laut,Pulau Pinang",29/12/2020,1/1/2021,31/12/2021,,Runcit
430,PA0430/2021,23523,LEE YEU LOU,Siang Pharmacy Sdn Bhd [Siang Pharmacy],"41 & 43,Jalan Tembikai, Taman Mutiara,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang",29/12/2020,1/1/2021,31/12/2021,,Runcit
431,PA0431/2021,23524,YEOH MOOI SUAN,LOTUS PHARMACY [Farmasi Lotus],"No.16, Ground Floor,Lorong Tanjung Aman 2, Taman Tanjung Aman,12300,Butterworth,Seberang Perai Utara,Pulau Pinang",29/12/2020,1/1/2021,31/12/2021,,Runcit
432,PA0432/2021,23525,YEOH KHAI XIANG,LOTUS PHARMACY [Farmasi Lotus],"1228-U,Jalan Paya Terubong,11060,Air Itam,Timur Laut,Pulau Pinang",29/12/2020,1/1/2021,31/12/2021,,Runcit
433,PA0433/2021,23526,LAY WANROU,Georgetown Specialist Hospital Sdn.Bhd [Georgetown Specialist Hospital],"12A,Jalan Masjid Negeri,11600,Georgetown,Timur Laut,Pulau Pinang",29/12/2020,1/1/2021,31/12/2021,,Runcit
434,PA0434/2021,23527,NUR SYAZWANI BINTI MOHD NASIR,Rehab Manjoi [Farmasi Simpang 9],"5,Jalan Suria 1, Taman Suria,14300,Nibong Tebal,Seberang Perai Selatan,Pulau Pinang",29/12/2020,1/1/2021,31/12/2021,6/7/2021,Runcit
435,PA0435/2021,23528,MUHAMMAD SANIM BIN MOHAMAD,AEON Co. (M) Bhd [AEON Wellness Pharmacy],"LG 85,Queensbay Mall, Persiaran Bayan Indah,11900,Bayan Lepas,Barat Daya,Pulau Pinang",29/12/2020,1/1/2021,31/12/2021,,Runcit
436,PA0436/2021,23529,IRFAN BINTI ABDUL RAZAK,Farmasi Al Ahlam [Farmasi Al Ahlam],"1564,Jalan Pongsu Seribu, Taman Koskam,13200,Kepala Batas,Seberang Perai Utara,Pulau Pinang",29/12/2020,1/1/2021,31/12/2021,,Runcit
437,PA0437/2021,23530,LIM ZI JIAN,Vecare Pharmacy (Permatang Pauh) Sdn Bhd,"12,Lorong Pauh Jaya 1/1, Taman Pauh Jaya,13700,Perai,Seberang Perai Tengah,Pulau Pinang",29/12/2020,1/1/2021,31/12/2021,,Runcit
438,PA0438/2021,23531,LIM LIP JINN,SKINMED PHARMACY SDN. BHD. [SkinMed Pharmacy],"7427,Lorong Seri Tanjung 1, Taman Seri Tanjung,13400,Butterworth,Seberang Perai Utara,Pulau Pinang",29/12/2020,1/1/2021,31/12/2021,,Runcit
439,PA0439/2021,23532,LOO YI LING,Farmasi My-Chemist (JEC) Sdn Bhd,"30,Jalan Todak 2, Pusat Bandar Seberang Jaya,13700,Perai,Seberang Perai Tengah,Pulau Pinang",31/12/2020,1/1/2021,31/12/2021,,Runcit
440,PA0440/2021,23534,TAN EE VERN,bliss pharmacy sdn bhd [bliss pharmacy],"39&41,Persiaran Mutiara 7, Pusat Komersial Bandar Tasek Mutiara,14120,Simpang Ampat,Seberang Perai Selatan,Pulau Pinang",31/12/2020,1/1/2021,31/12/2021,,Runcit
441,PA0441/2021,23535,HUDA BINTI MAHSIN @ AHMED NASIR,FARMASI UMMI [FARMASI UMMI],"181,Jalan Kubang Semang Mk. 5,14400,Kubang Semang,Seberang Perai Tengah,Pulau Pinang",31/12/2020,1/1/2021,31/12/2021,,Runcit
442,PA0442/2021,23537,WOON SIN SOUNG,Sunshine Pharmacy Sdn Bhd [Sunshine Pharmacy],"6479,Jalan Raja Uda,12300,Butterworth,Seberang Perai Utara,Pulau Pinang",31/12/2020,1/1/2021,31/12/2021,,Runcit
443,PA0443/2021,23538,JOLENE BAK CHIA JIE,AM PM PHARMACY SDN BHD,"No.15,Jalan Perak,10150,Georgetown,Timur Laut,Pulau Pinang",31/12/2020,4/1/2021,31/12/2021,,Borong & Runcit
444,PA0444/2021,23539,OH SHI-MINH,Guardian Health And Beauty Sdn Bhd,"100-LG-72,Queensbay Mall, Persiaran Bayan Indah,11900,Bayan Lepas,Barat Daya,Pulau Pinang",31/12/2020,1/1/2021,31/12/2021,,Runcit
445,PA0445/2021,23540,NURUL IKHWAN BIN RAMLI,IJ PHARMACY (BM) SDN BHD [IJ PHARMACY],"G-25, Tesco Bukit Mertajam 2323,Jalan Rozhan, Pusat Perniagaan Seri Impian,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang",31/12/2020,1/1/2021,31/12/2021,,Runcit
446,PA0446/2021,23541,ADELINE TAN YEN PEI,Farmasi Sri Nibong (Pekaka) Sdn Bhd [Georgetown Pharmacy],"14,Jalan Pekaka 1, Sungai Dua,11700,Gelugor,Timur Laut,Pulau Pinang",31/12/2020,1/1/2021,31/12/2021,18/01/2021,Runcit
447,PA0447/2021,23542,YEOH YING SHEN,FARMASI NIBONG JAYA,"757,Jalan Sultan Azlan Shah,11900,Bayan Lepas,Barat Daya,Pulau Pinang",31/12/2020,1/1/2021,31/12/2021,,Borong & Runcit
448,PA0448/2021,23543,LEE PEI SIN,Guardian Health And Beauty Sdn Bhd,"100-LG-72,Queensbay Mall, Persiaran Bayan Indah,11900,Bayan Lepas,Barat Daya,Pulau Pinang",31/12/2020,1/1/2021,31/12/2021,,Runcit
449,PA0449/2021,23544,TAN CHOON THAI,FARMASI BATU MAUNG SDN BHD [FARMASI EBM],"369,Jalan Burma,10350,Georgetown,Timur Laut,Pulau Pinang",31/12/2020,1/1/2021,31/12/2021,,Runcit
450,PA0450/2021,23545,CHONG JIN RUI,BLESSING PHARMACY [BLESSING PHARMACY],"NO. 63, GROUND FLOOR,,Jalan Perniagaan Gemilang 1, Pusat Perniagaan Gemilang,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang",31/12/2020,1/1/2021,31/12/2021,,Runcit
451,PA0451/2021,23546,GOH V-JIAN,Healthy Healthy Pharmacy Sdn Bhd [Healthy Pharmacy],"1-G-1,1-G-2,Medan Angsana 3, Bandar Baru Ayer Itam,11500,Air Itam,Timur Laut,Pulau Pinang",31/12/2020,1/1/2021,31/12/2021,,Runcit
452,PA0452/2021,23547,TEOH YEE JIE,SIANG PHARMACY SDN.BHD. [SIANG PHARMACY],"2& 2A,Jalan Usahawan 4, Pusat Perniagaan Kepala Batas,13200,Kepala Batas,Seberang Perai Utara,Pulau Pinang",31/12/2020,1/1/2021,31/12/2021,15/03/2021,Runcit
453,PA0453/2021,23548,CHAN YING YING,BJ Pharmacy Sdn Bhd [BJ Pharmacy Sdn Bhd],"12J-G,Jalan Rumbia,11900,Bayan Lepas,Barat Daya,Pulau Pinang",31/12/2020,1/1/2021,31/12/2021,,Runcit
454,PA0454/2021,23549,MAZLI BINTI MOHD ISMAIL,FARMASI TELUK KUMBAR [FARMASI TELUK KUMBAR],"NO.14,Tingkat Teluk Kumbar 4, Bandar Baru Teluk Kumbar,11920,Teluk Kumbar,Barat Daya,Pulau Pinang",31/12/2020,1/1/2021,31/12/2021,,Runcit
455,PA0455/2021,23550,TERENCE LIM JIA JIE,WATSON'S PERSONAL CARE STORES SDN. BHD. [WATSONS],"1-1-18 &19 Tesco Penang,Lebuh Tengku Kudin 1, Bandar Jelutong,11700,Gelugor,Timur Laut,Pulau Pinang",31/12/2020,1/1/2021,31/12/2021,,Runcit
456,PA0456/2021,23551,ELVIN GUAN KHAI XIAN,GUAN PHARMACY [GUAN PHARMACY],"2663,Jln Padang Serai, Taman Bunga Kemaju,13300,Tasek Gelugor,Seberang Perai Utara,Pulau Pinang",4/1/2021,4/1/2021,31/12/2021,,Runcit
457,PA0457/2021,23553,LIM SUE HUI,YONG FOONG MEDICAL TRADING SDN BHD [YONG FOONG PHARMACY],"38,Lorong Baru,10400,Georgetown,Timur Laut,Pulau Pinang",4/1/2021,4/1/2021,31/12/2021,,Runcit
458,PA0458/2021,23554,CHOONG LI DONG,Farmasi Sri Nibong (Pekaka) Sdn Bhd [Georgetown Pharmacy],"14,Jalan Pekaka 1, Sungai Dua,11700,Gelugor,Timur Laut,Pulau Pinang",4/1/2021,4/1/2021,31/12/2021,9/4/2021,Runcit
459,PA0459/2021,23555,LIM SUE MAY,YONG FOONG MEDICAL TRADING SDN BHD [YONG FOONG PHARMACY],"38,Lorong Baru,10400,Georgetown,Timur Laut,Pulau Pinang",4/1/2021,4/1/2021,31/12/2021,,Runcit
460,PA0460/2021,23556,TAN GAIK HONG,KHENG HONG CHAN FARMING SDN. BHD. [KHENG HONG CHAN FARMING SDN. BHD.],"49,Lorong Alma Jaya 12, Kawasan Industri Alma,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang",7/1/2021,7/1/2021,31/12/2021,,Borong & Runcit
461,PA0461/2021,23557,TAN SHWU FEN,SIANG PHARMACY SDN. BHD. [SIANG PHARMACY],"11,Lorong Jawi Jaya 3, Taman Jawi Jaya,14200,Sungai Jawi,Seberang Perai Selatan,Pulau Pinang",7/1/2021,7/1/2021,31/12/2021,,Borong
462,PA0462/2021,23558,LOH YIN FEI,M PHARMACY SDN BHD,"306-H Ground Floor,Jalan Burma,10350,Georgetown,Timur Laut,Pulau Pinang",7/1/2021,8/1/2021,31/12/2021,,Runcit
463,PA0463/2021,23559,LIM CHEE MUN,Blooming Health Pharmacy Sdn Bhd [Georgetown Pharmacy],"62-1 and 62A-1 Farlim Square,Jalan Pisang Berangan,11500,Air Itam,Timur Laut,Pulau Pinang",7/1/2021,7/1/2021,31/12/2021,,Runcit
464,PA0464/2021,23560,LAW WAI YIN,KTY CHEMICALS SDN BHD,"65,Jalan Cenderawasih 3, Taman Cenderawasih Indah,14300,Nibong Tebal,Seberang Perai Selatan,Pulau Pinang",7/1/2021,8/1/2021,31/12/2021,,Borong & Runcit
465,PA0465/2021,23561,CHE GAYAH BINTI OMAR,KOPERASI USM BERHAD [PUSAT FARMASI],"BANGUNAN H29/ ARAS BAWAH,Universiti Sains Malaysia,11800,USM Pulau Pinang,Timur Laut,Pulau Pinang",7/1/2021,7/1/2021,31/12/2021,,Runcit
466,PA0466/2021,23562,KHOO KASSEN,Pythagore Sdn Bhd,"1-05-06, E-Gate,Lebuh Tengku Kudin 2,11700,Jelutong,Timur Laut,Pulau Pinang",7/1/2021,9/1/2021,31/12/2021,,Runcit
467,PA0467/2021,23563,TAN CHUN YIN,JIN AUN PHARMA SDN. BHD.,"11, 1ST FLOOR,Lorong Mak Mandin 1, MIEL Mak Mandin,13400,Butterworth,Seberang Perai Utara,Pulau Pinang",7/1/2021,7/1/2021,31/12/2021,,Borong
468,PA0468/2021,23564,LIM JUN YI,CURE PHARMACY PLT [MEDSPRO PHARMACY],"Vantage B-G-3,Jalan Desiran Tanjung,10470,Tanjung Tokong,Timur Laut,Pulau Pinang",7/1/2021,7/1/2021,31/12/2021,,Runcit
469,PA0469/2021,23565,IBRAHIM BIN BAHAROM,BB PHARMACEUTICAL [BB PHARMACEUTICAL],"302-F-1,Jalan Relau, Taman Desaria,11900,Bayan Lepas,Barat Daya,Pulau Pinang",7/1/2021,11/1/2021,31/12/2021,,Runcit
470,PA0470/2021,23566,OOI HUOY YING,Han's Pharmacy Sdn. Bhd. [Han's Pharmacy Sdn. Bhd.],"12A-G, 16-G, 16-1 & 18-G,Jalan Usahawan 2, Pusat Perniagaan Kepala batas,13200,Kepala Batas,Seberang Perai Utara,Pulau Pinang",7/1/2021,8/1/2021,31/12/2021,,Borong & Runcit
471,PA0471/2021,23567,VIKNESWARAN A/L MUTAYAH,KCK PHARMACEUTICAL INDUSTRIES SDN. BHD. [KCK PHARMACEUTICAL INDUSTRIES SDN. BHD.],"PLOT 61, BAYAN LEPAS INDUSTRIAL PARK PHASE 4,Lintang Bayan Lepas 1,11900,Bayan Lepas,Barat Daya,Pulau Pinang",7/1/2021,7/1/2021,31/12/2021,,Borong
472,PA0472/2021,23568,AMANI BINTI YUSOFF,Maa Pharmacy [Maa Pharmacy],"6-G-7 & 6-G-8,Lintang Sungai Batu, Taman Teluk Kumbar,11920,Bayan Lepas,Barat Daya,Pulau Pinang",8/1/2021,8/1/2021,31/12/2021,,Runcit
473,PA0473/2021,23569,ROSLINA BINTI MOHAMAD TAIB,FARMASI SRI NIBONG [FARMASI SRI NIBONG],"3913,Jalan Che Ahmad, Pusat Perniagaan Nibong Tebal,14300,Nibong Tebal,Seberang Perai Selatan,Pulau Pinang",8/1/2021,8/1/2021,31/12/2021,,Runcit
474,PA0474/2021,23572,KHOO PEY FANG,Dexchem Industries Sdn Bhd,"5, 11, 11A,Lorong Cherok Tokun Jaya 2, Kawasan Perindustrian Cherok Tokun,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang",13/01/2021,13/01/2021,31/12/2021,,Borong & Runcit
475,PA0475/2021,23573,JASON HEZEKIAH,M PHARMACY SDN BHD,"21, TINGKAT BAWAH,Jalan Seri Berapit, Taman Seri Berapit,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang",13/01/2021,13/01/2021,31/12/2021,,Runcit
476,PA0476/2021,23574,LIM CHING NI,Seang Chip (M) Sdn Bhd,"TBP 3904,Jalan Besar Sungai Jawi,14200,Sungai Bakap,Seberang Perai Selatan,Pulau Pinang",13/01/2021,13/01/2021,31/12/2021,,Borong & Runcit
477,PA0477/2021,23575,TAN WEI LI,SIANG PHARMACY SDN BHD [FARMASI SIANG],"1378 & 1379,Jalan Sungai Bakap, Taman Sungai Bakap Permai,14200,Sungai Bakap,Seberang Perai Selatan,Pulau Pinang",13/01/2021,13/01/2021,31/12/2021,,Runcit
478,PA0478/2021,23576,KONG PEI PEI,Wellings Pharmacy Sdn. Bhd. [Wellings Pharmacy],"368-1-12, 12A & 14,Bellisa Row, Jalan Burma,10350,Georgetown,Timur Laut,Pulau Pinang",18/01/2021,18/01/2021,31/12/2021,,Runcit
479,PA0479/2021,23577,ENG WAN YUN,Mega Kulim Pharmacy Sdn Bhd [Mega Kulim Farmasi],"1 & 2,Jalan Todak 2,13700,Seberang Jaya,Seberang Perai Tengah,Pulau Pinang",18/01/2021,18/01/2021,31/12/2021,,Runcit
480,PA0480/2021,23578,TANG ZI JING,WELLINGS PHARMACY SDN BHD [WELLINGS PHARMACY],"294,Jalan Macalister,10450,Georgetown,Timur Laut,Pulau Pinang",18/01/2021,18/01/2021,31/12/2021,,Runcit
481,PA0481/2021,23579,TAN MIN DON,SIANG PHARMACY SDN. BHD. [SIANG PHARMACY],"11,Lorong Jawi Jaya 3, Taman Jawi Jaya,14200,Sungai Jawi,Seberang Perai Selatan,Pulau Pinang",18/01/2021,18/01/2021,31/12/2021,,Borong
482,PA0482/2021,23580,THANAPAKIAM A/P GANESON,SYMBIOTICA SPECIALITY INGREDIENTS SDN.BHD.,"13,Lorong Perusahaan Sungai Lokan 2, Taman Industri Sungai Lokan,13800,Butterworth,Seberang Perai Utara,Pulau Pinang",18/01/2021,18/01/2021,31/12/2021,,Borong
483,PA0483/2021,23581,NURFISHAH BINTI MUHAMAD SHUKRI,PELANGI CARE TRADING [FARMASI PELANGI],"NO. 17 A KOMPLEKS MBSP SEMENTARA, BLOK D,Taman Pelangi,13600,Perai,Seberang Perai Tengah,Pulau Pinang",18/01/2021,18/01/2021,31/12/2021,,Borong & Runcit
484,PA0484/2021,23583,QOAY ZHU YING,Extra Care Pharmacy Sdn.Bhd [Extra Care Pharmacy],"139-R,Jalan Tan Sri Teh Ewe Lim,11600,Jelutong,Timur Laut,Pulau Pinang",18/01/2021,18/01/2021,31/12/2021,5/3/2021,Runcit
485,PA0485/2021,23586,HO TIAN,Wellings Pharmacy Sdn Bhd [Wellings Pharmacy],"368-2-11,Bellisa Row, Jalan Burma,10350,Georgetown,Timur Laut,Pulau Pinang",18/01/2021,18/01/2021,31/12/2021,27/07/2021,Borong
486,PA0486/2021,23588,TAN ZHI KAI,Georgetown Specialist Hospital Sdn.Bhd [Georgetown Specialist Hospital],"12A,Jalan Masjid Negeri,11600,Georgetown,Timur Laut,Pulau Pinang",18/01/2021,18/01/2021,31/12/2021,,Runcit
487,PA0487/2021,23590,KHONG CHIANG THIENG,Mega Kulim Pharmacy Sdn. Bhd. [Mega Kulim Farmasi],"34,Jalan Keruing, Kawasan Perniagaan Simpang Ampat,14100,Simpang Ampat,Seberang Perai Selatan,Pulau Pinang",18/01/2021,1/2/2021,31/12/2021,,Runcit
488,PA0488/2021,23592,ONG POH LEE,CNA Nutrican sdn. bhd,"37,Lorong Industri Ringan 1,14100,Simpang Ampat,Seberang Perai Selatan,Pulau Pinang",19/01/2021,19/01/2021,31/12/2021,,Borong & Runcit
489,PA0489/2021,23594,CHUAH OON HEE,Sunshine Pharmacy Sdn Bhd [Sunshine Pharmacy],"6479,Jalan Raja Uda,12300,Butterworth,Seberang Perai Utara,Pulau Pinang",19/01/2021,19/01/2021,31/12/2021,,Runcit
490,PA0490/2021,23598,TAN WEN JIE,LOHAS PHARMACY SDN BHD [LOHAS PHARMACY],"LOT G22 & G23, TESCO BAGAN AJAM,Jalan Bagan Ajam,13000,Butterworth,Seberang Perai Utara,Pulau Pinang",19/01/2021,19/01/2021,31/12/2021,,Borong & Runcit
491,PA0491/2021,23600,VIVEGANANTH A/L KRISHNANMURTHI,Watson's Personal Care Stores Sdn Bhd,"170-B1-19,Gurney Plaza, Persiaran Gurney,10250,Georgetown,Timur Laut,Pulau Pinang",19/01/2021,20/01/2021,31/12/2021,25/06/2021,Runcit
492,PA0492/2021,23601,THAM CHEE MIN,INDOPHARMA SDN BHD [MEDISAFE PHARMACY],"177-G-2,Jalan Macalister,10400,Georgetown,Timur Laut,Pulau Pinang",19/01/2021,19/01/2021,31/12/2021,,Borong & Runcit
493,PA0493/2021,23602,KOH ING HUI,Stay Well Pharmacy Sdn Bhd,"170-B1-12,Gurney Plaza, Persiaran Gurney,10250,Georgetown,Timur Laut,Pulau Pinang",19/01/2021,19/01/2021,31/12/2021,,Runcit
494,PA0494/2021,23603,ANG SYN YIE,HG PLUS SDN BHD [MY CHEMIST PHARMACY],"7102,Jalan Bagan Ajam, Taman Bagan Ajam,13000,Butterworth,Seberang Perai Utara,Pulau Pinang",21/01/2021,21/01/2021,31/12/2021,,Runcit
495,PA0495/2021,23604,OUNG CHING WEI,FARMASI CITY CARE SDN. BHD. [FARMASI MEDIPRO],"NO. 7,9,11-G,Lorong Usahaniaga 4, Taman Usahaniaga,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang",21/01/2021,21/01/2021,31/12/2021,,Borong & Runcit
496,PA0496/2021,23605,HUSNAH BINTI ISMAIL,Pharmaniaga Logistics Sdn Bhd,"1,3&5,Lorong IKS Juru 8, Taman Perindustrian Ringan Juru,14100,Simpang Ampat,Seberang Perai Selatan,Pulau Pinang",27/01/2021,22/01/2021,31/12/2021,,Borong
497,PA0497/2021,23606,KWAN SHIN MAY,ALPRO ALLIANCE (PENANG) SDN BHD [FARMASI ALPRO],"52A,Lintang Angsana,11500,Air Itam,Timur Laut,Pulau Pinang",27/01/2021,27/01/2021,31/12/2021,,Borong & Runcit
498,PA0498/2021,23607,SHOBA A/P SEKARAN,Wellings Pharmacy Sdn. Bhd. [Wellings Pharmacy],"368-1-12, 12A & 14,Bellisa Row, Jalan Burma,10350,Georgetown,Timur Laut,Pulau Pinang",27/01/2021,27/01/2021,31/12/2021,,Runcit
499,PA0499/2021,23608,LOOK CHUN HUA,Stay Fit Pharmacy Sdn. Bhd.,"326-R,Jalan Perak,11600,Jelutong,Timur Laut,Pulau Pinang",27/01/2021,27/01/2021,31/12/2021,,Runcit
500,PA0500/2021,23609,ONG CHING YI,Island Hospital Sdn Bhd [Island Hospital],"308,Jalan Macalister,10450,Georgetown,Timur Laut,Pulau Pinang",27/01/2021,27/01/2021,31/12/2021,,Runcit
501,PA0501/2021,23610,SANDEEP SINGH DHILLON,Chulia Pharma Sdn Bhd,"18,Jalan Perniagaan Vorteks 4, Pusat Perniagaan Vorteks,14100,Simpang Ampat,Seberang Perai Selatan,Pulau Pinang",27/01/2021,27/01/2021,31/12/2021,,Borong
502,PA0502/2021,23611,TAN CHAN WEI,ALPRO ALLIANCE (PENANG) SDN BHD [FARMASI ALPRO],"NO 72,Jalan Besar,11000,Balik Pulau,Barat Daya,Pulau Pinang",29/01/2021,3/2/2021,31/12/2021,25/06/2021,Runcit
